Table with column headers in rows 2 through 4.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
012,033,072,000,Florida,Escambia County,299000,494,232385,2483,64618,2431,36250,2204,8785,1218,19583,1425,1997,436,Puerto Rico,-,,,,,,,,,,,75,55
012,053,072,000,Florida,Hernando County,164699,273,139351,1871,24392,1788,10351,1259,7531,1070,6510,1127,956,341,Puerto Rico,-,,,,,,,,,,,69,64
012,055,072,000,Florida,Highlands County,96482,200,81209,1503,14812,1515,9084,1270,3179,626,2549,479,461,192,Puerto Rico,-,,,,,,,,,,,34,74
012,057,072,000,Florida,Hillsborough County,1150726,803,918416,5632,223215,5381,152269,4424,32928,2108,38018,2485,9095,1192,Puerto Rico,-,,,,,,,,,,,1102,541
012,061,072,000,Florida,Indian River County,130392,262,109091,1351,20584,1337,11639,1109,4934,802,4011,660,717,370,Puerto Rico,-,,,,,,,,,,,13,21
012,063,072,000,Florida,Jackson County,49083,159,40208,1097,8749,1075,3236,690,4321,859,1192,344,126,84,Puerto Rico,-,,,,,,,,,,,21,26
012,069,072,000,Florida,Lake County,294668,334,247712,2192,45399,2210,20339,1737,14674,1398,10386,1141,1557,510,Puerto Rico,-,,,,,,,,,,,439,287
012,071,072,000,Florida,Lee County,567079,589,464022,3948,99421,3747,59111,2646,15303,2176,25007,1781,3636,722,Puerto Rico,-,,,,,,,,,,,301,193
012,075,072,000,Florida,Levy County,37977,133,32083,864,5621,860,2383,462,2528,569,710,231,273,197,Puerto Rico,-,,,,,,,,,,,142,147
012,081,072,000,Florida,Manatee County,308772,470,256496,2800,50617,2639,29423,2193,9871,969,11323,1408,1659,518,Puerto Rico,-,,,,,,,,,,,75,99
012,083,072,000,Florida,Marion County,315458,474,261444,2650,53013,2599,29583,2060,12660,1426,10770,1441,1001,348,Puerto Rico,-,,,,,,,,,,,249,192
012,086,072,000,Florida,Miami-Dade County,2423752,1341,2064866,7611,323433,7176,261685,6790,30420,2153,31328,2220,35453,2383,Puerto Rico,-,,,,,,,,,,,2060,624
012,091,072,000,Florida,Okaloosa County,178113,339,140866,1714,35025,1579,19366,1430,3601,550,12058,1169,2222,491,Puerto Rico,-,,,,,,,,,,,58,57
012,095,072,000,Florida,Orange County,1045575,973,820789,6357,211398,5870,137228,4701,42400,2508,31770,2659,13388,1561,Puerto Rico,-,,,,,,,,,,,3929,874
012,097,072,000,Florida,Osceola County,251481,472,201145,2809,47157,2860,23193,2114,14474,1768,9490,1354,3179,785,Puerto Rico,-,,,,,,,,,,,1593,523
012,099,072,000,Florida,Palm Beach County,1254108,871,1059021,5131,183796,4926,120456,4708,27250,2083,36090,2154,11291,1217,Puerto Rico,-,,,,,,,,,,,506,244
012,101,072,000,Florida,Pasco County,448864,517,372440,3369,74499,3197,33225,2502,25591,1860,15683,1639,1925,543,Puerto Rico,-,,,,,,,,,,,113,62
012,103,072,000,Florida,Pinellas County,905503,678,762103,4594,136804,4559,93558,3697,16975,1279,26271,2370,6596,740,Puerto Rico,-,,,,,,,,,,,335,197
012,105,072,000,Florida,Polk County,558329,648,448799,3842,105432,3843,67077,3129,19513,2151,18842,1971,4098,776,Puerto Rico,-,,,,,,,,,,,896,406
012,107,072,000,Florida,Putnam County,72337,221,62870,1246,9164,1276,5027,1041,2606,650,1531,334,303,171,Puerto Rico,-,,,,,,,,,,,3,6
012,109,072,000,Florida,St. Johns County,173415,257,143123,2125,29297,2105,12959,1262,7797,1226,8541,1008,995,296,Puerto Rico,-,,,,,,,,,,,146,173
012,111,072,000,Florida,St. Lucie County,252703,416,211393,2546,40223,2537,21701,1679,11350,1606,7172,1021,1087,473,Puerto Rico,-,,,,,,,,,,,94,87
012,117,072,000,Florida,Seminole County,403391,462,338265,2476,62559,2509,29565,1980,21768,1840,11226,1261,2567,563,Puerto Rico,-,,,,,,,,,,,569,313
012,119,072,000,Florida,Sumter County,71200,154,58050,1524,12429,1543,5018,1114,3832,795,3579,645,721,279,Puerto Rico,-,,,,,,,,,,,149,66
012,125,072,000,Florida,Union County,14396,76,11476,660,2892,652,718,271,1925,613,249,130,28,34,Puerto Rico,-,,,,,,,,,,,18,30
012,127,072,000,Florida,Volusia County,489387,590,413477,4170,72796,3927,40172,2212,14844,1584,17780,2232,3114,742,Puerto Rico,-,,,,,,,,,,,772,512
013,017,072,000,Georgia,Ben Hill County,17235,133,14786,541,2386,527,1343,420,682,268,361,186,63,67,Puerto Rico,-,,,,,,,,,,,18,32
013,021,072,000,Georgia,Bibb County,152750,344,120103,2109,32046,2181,21229,1850,7435,965,3382,766,601,306,Puerto Rico,-,,,,,,,,,,,8,13
013,051,072,000,Georgia,Chatham County,244166,446,205996,2207,36733,2162,21293,1637,6219,969,9221,1076,1437,405,Puerto Rico,-,,,,,,,,,,,19,22
013,063,072,000,Georgia,Clayton County,267472,585,209475,2926,56508,2966,26273,1995,20077,1967,10158,1315,1489,332,Puerto Rico,-,,,,,,,,,,,44,53
013,067,072,000,Georgia,Cobb County,678491,757,552182,4246,120973,4083,59695,3205,33654,2574,27624,1910,5336,961,Puerto Rico,-,,,,,,,,,,,197,205
013,073,072,000,Georgia,Columbia County,106559,216,90986,1444,14792,1455,6421,999,4649,742,3722,772,781,248,Puerto Rico,-,,,,,,,,,,,11,18
013,077,072,000,Georgia,Coweta County,117069,205,97542,1405,18833,1446,10217,1296,4794,861,3822,748,694,340,Puerto Rico,-,,,,,,,,,,,9,16
013,089,072,000,Georgia,DeKalb County,721857,816,563434,5275,151773,5045,76911,3872,46718,3009,28144,1890,6650,1119,Puerto Rico,-,,,,,,,,,,,165,182
013,119,072,000,Georgia,Franklin County,21371,100,18741,442,2565,415,1591,391,708,310,266,163,65,72,Puerto Rico,-,,,,,,,,,,,44,70
013,121,072,000,Georgia,Fulton County,973030,874,764369,5679,200006,5744,108571,3949,47489,2680,43946,3051,8655,938,Puerto Rico,-,,,,,,,,,,,248,138
013,127,072,000,Georgia,Glynn County,73486,219,60123,1286,12967,1281,7310,1022,3054,630,2603,693,396,167,Puerto Rico,-,,,,,,,,,,,28,47
013,135,072,000,Georgia,Gwinnett County,753999,899,620709,4696,127678,4607,68832,3363,29834,2036,29012,2381,5612,1049,Puerto Rico,-,,,,,,,,,,,218,222
013,139,072,000,Georgia,Hall County,174573,433,147134,2253,26632,2212,16536,1877,7184,805,2912,644,807,330,Puerto Rico,-,,,,,,,,,,,24,36
013,151,072,000,Georgia,Henry County,180419,311,147872,2041,31915,2026,12324,1514,12571,1413,7020,1185,632,266,Puerto Rico,-,,,,,,,,,,,123,130
013,153,072,000,Georgia,Houston County,128634,314,101364,1676,26651,1707,16264,1774,5212,910,5175,822,619,206,Puerto Rico,-,,,,,,,,,,,40,42
013,179,072,000,Georgia,Liberty County,59716,216,40732,1384,16033,1307,5982,936,2691,602,7360,1024,2951,626,Puerto Rico,-,,,,,,,,,,,104,70
013,185,072,000,Georgia,Lowndes County,100549,226,76403,1499,23438,1516,13650,1439,5379,768,4409,724,708,284,Puerto Rico,-,,,,,,,,,,,19,26
013,215,072,000,Georgia,Muscogee County,186093,324,137911,2378,46528,2410,21478,1413,5684,859,19366,2019,1654,342,Puerto Rico,-,,,,,,,,,,,147,162
013,217,072,000,Georgia,Newton County,92558,281,76470,1835,15758,1831,6482,1084,6354,1167,2922,821,330,246,Puerto Rico,-,,,,,,,,,,,152,222
013,223,072,000,Georgia,Paulding County,123552,363,104576,2425,18786,2368,7837,1743,7764,1473,3185,1168,190,85,Puerto Rico,-,,,,,,,,,,,18,32
013,245,072,000,Georgia,Richmond County,194389,436,149588,2361,42635,2206,23656,1876,7558,1059,11421,1319,2166,582,Puerto Rico,-,,,,,,,,,,,70,49
013,295,072,000,Georgia,Walker County,63320,198,52143,1308,11151,1300,5781,1057,2524,515,2846,744,26,26,Puerto Rico,-,,,,,,,,,,,4,8
015,003,072,000,Hawaii,Honolulu County,890197,710,743297,3928,131989,3828,84034,2827,3102,673,44853,2757,14911,2114,Puerto Rico,-,,,,,,,,,,,134,116
016,005,072,000,Idaho,Bannock County,78857,229,60964,1144,17346,1142,10923,1066,2989,566,3434,644,547,172,Puerto Rico,-,,,,,,,,,,,16,27
016,027,072,000,Idaho,Canyon County,173036,413,136394,2014,35220,1910,20623,1497,7686,1133,6911,1062,1422,502,Puerto Rico,-,,,,,,,,,,,31,49
016,065,072,000,Idaho,Madison County,36315,159,20281,725,15017,791,7780,755,1770,379,5467,760,1017,243,Puerto Rico,-,,,,,,,,,,,19,31
017,017,072,000,Illinois,Cass County,13407,72,10795,842,2468,848,1276,557,855,400,337,249,144,133,Puerto Rico,-,,,,,,,,,,,122,132
017,019,072,000,Illinois,Champaign County,189747,313,135121,2087,51717,1981,31028,1936,14468,1292,6221,1032,2909,541,Puerto Rico,-,,,,,,,,,,,5,7
017,031,072,000,Illinois,Cook County,5179743,1921,4424233,10635,717453,10538,575364,10651,51710,2512,90379,3058,38057,1967,Puerto Rico,-,,,,,,,,,,,1047,449
017,043,072,000,Illinois,DuPage County,914265,579,800776,3862,108919,3985,57203,3225,33930,2007,17786,1447,4570,729,Puerto Rico,-,,,,,,,,,,,269,385
017,055,072,000,Illinois,Franklin County,38820,86,33386,704,5373,705,3523,567,1133,278,717,284,61,41,Puerto Rico,-,,,,,,,,,,,5,9
017,089,072,000,Illinois,Kane County,486075,643,420354,3508,62153,3421,33803,2718,22788,2114,5562,739,3568,995,Puerto Rico,-,,,,,,,,,,,18,28
017,095,072,000,Illinois,Knox County,51578,125,45546,690,5850,642,3245,572,1913,306,692,259,182,103,Puerto Rico,-,,,,,,,,,,,11,19
017,097,072,000,Illinois,Lake County,693366,487,604147,3235,84504,3122,48114,2401,17192,1466,19198,1592,4715,705,Puerto Rico,-,,,,,,,,,,,80,77
017,099,072,000,Illinois,LaSalle County,110980,209,97829,941,12987,972,8669,861,3143,477,1175,411,164,94,Puerto Rico,-,,,,,,,,,,,8,14
017,107,072,000,Illinois,Logan County,29592,79,22775,1433,6787,1428,2435,750,3827,1787,525,226,30,32,Puerto Rico,-,,,,,,,,,,,17,28
017,113,072,000,Illinois,McLean County,161594,252,124843,1614,35869,1568,20419,1383,12636,1144,2814,567,882,204,Puerto Rico,-,,,,,,,,,,,17,30
017,135,072,000,Illinois,Montgomery County,29541,66,26049,435,3479,408,1435,341,1570,237,474,177,13,10,Puerto Rico,-,,,,,,,,,,,4,6
017,167,072,000,Illinois,Sangamon County,191545,284,159595,1449,31390,1403,21970,1382,6340,832,3080,549,560,238,Puerto Rico,-,,,,,,,,,,,7,11
017,197,072,000,Illinois,Will County,655294,702,578499,3536,74244,3449,38073,2447,28057,2424,8114,1220,2551,692,Puerto Rico,-,,,,,,,,,,,35,58
017,199,072,000,Illinois,Williamson County,63412,163,52995,1072,10342,1064,5238,762,3267,598,1837,523,75,73,Puerto Rico,-,,,,,,,,,,,11,19
018,003,072,000,Indiana,Allen County,342912,501,295131,1947,46480,1848,34345,1717,5675,713,6460,892,1301,389,Puerto Rico,-,,,,,,,,,,,17,25
018,023,072,000,Indiana,Clinton County,33485,121,28537,807,4846,783,3205,641,1161,276,480,356,102,70,Puerto Rico,-,,,,,,,,,,,12,21
018,035,072,000,Indiana,Delaware County,114423,192,84252,1660,29549,1620,19576,1292,7785,965,2188,442,622,266,Puerto Rico,-,,,,,,,,,,,17,30
018,089,072,000,Indiana,Lake County,483609,548,418211,2755,64380,2814,40643,2492,5915,815,17822,1671,1018,320,Puerto Rico,-,,,,,,,,,,,18,27
018,097,072,000,Indiana,Marion County,863989,790,684908,4421,173944,4347,125949,3877,29187,1666,18808,1314,5137,784,Puerto Rico,-,,,,,,,,,,,146,116
018,101,072,000,Indiana,Martin County,9982,58,8889,319,990,306,614,259,204,149,172,111,103,59,Puerto Rico,-,,,,,,,,,,,6,11
018,105,072,000,Indiana,Monroe County,126608,176,85202,1624,39762,1604,21168,1424,11026,991,7568,874,1644,291,Puerto Rico,-,,,,,,,,,,,8,16
018,157,072,000,Indiana,Tippecanoe County,160128,311,111705,1809,46143,1722,28701,1647,10162,803,7280,743,2280,429,Puerto Rico,-,,,,,,,,,,,26,43
019,025,072,000,Iowa,Calhoun County,9843,37,8224,248,1599,256,639,193,870,252,90,51,20,26,Puerto Rico,-,,,,,,,,,,,20,26
019,063,072,000,Iowa,Emmet County,10200,64,8796,324,1382,301,730,211,375,166,277,220,22,27,Puerto Rico,-,,,,,,,,,,,17,26
019,103,072,000,Iowa,Johnson County,124037,229,88252,1568,34469,1503,19619,1376,8222,862,6628,672,1316,342,Puerto Rico,-,,,,,,,,,,,35,58
019,113,072,000,Iowa,Linn County,202089,285,165384,2032,35692,2003,24757,1756,5796,682,5139,863,1013,265,Puerto Rico,-,,,,,,,,,,,35,55
019,153,072,000,Iowa,Polk County,409669,447,331983,2572,75919,2560,51148,2232,13057,1235,11714,1064,1767,444,Puerto Rico,-,,,,,,,,,,,19,23
019,169,072,000,Iowa,Story County,83700,172,56418,1159,26297,1211,14771,1081,6998,710,4528,613,985,260,Puerto Rico,-,,,,,,,,,,,56,56
020,091,072,000,Kansas,Johnson County,517988,510,431630,2673,83270,2584,48115,2120,11575,1140,23580,1576,3088,590,Puerto Rico,-,,,,,,,,,,,32,52
020,103,072,000,Kansas,Leavenworth County,72541,184,54964,1121,16082,1156,6140,825,3812,690,6130,668,1495,424,Puerto Rico,-,,,,,,,,,,,25,40
020,173,072,000,Kansas,Sedgwick County,467562,498,375826,3269,89502,3221,67486,2830,10420,1120,11596,1291,2234,556,Puerto Rico,-,,,,,,,,,,,54,92
021,019,072,000,Kentucky,Boyd County,48075,200,40119,1023,7898,1036,4130,790,1627,549,2141,586,58,38,Puerto Rico,-,,,,,,,,,,,20,23
021,047,072,000,Kentucky,Christian County,77934,304,59373,1614,16696,1628,6631,968,1586,423,8479,1219,1865,437,Puerto Rico,-,,,,,,,,,,,56,92
021,067,072,000,Kentucky,Fayette County,283534,475,210071,2702,70560,2677,44926,2529,14764,1427,10870,1269,2903,678,Puerto Rico,-,,,,,,,,,,,151,236
021,093,072,000,Kentucky,Hardin County,96543,286,76902,1547,18117,1548,8571,1077,2723,991,6823,1029,1524,440,Puerto Rico,-,,,,,,,,,,,56,62
021,111,072,000,Kentucky,Jefferson County,701225,641,589027,4022,108312,3848,75261,3280,12414,946,20637,1590,3886,545,Puerto Rico,-,,,,,,,,,,,46,56
021,157,072,000,Kentucky,Marshall County,30815,107,26900,710,3873,708,2146,562,845,249,882,319,42,48,Puerto Rico,-,,,,,,,,,,,12,20
